,w_b
0,-0.017689979208230695
1,0.010175991660617412
2,0.0025601476681888615
3,0.011352080292234494
4,0.045871881887119076
5,0.01097044645001715
6,0.0021644646265541957
7,0.0067345687662478445
8,0.03195652996711529
9,0.063455076440048
10,0.02622407071844415
11,0.010755729967907647
12,-0.03382041155969607
13,-0.0053259514863224
14,-0.01545713549211453
15,0.026784101983507606
16,0.052502838976372604
17,-0.00910460113029431
18,-0.04899754798714299
19,-0.015984212385717077
20,-0.04195140687791875
21,0.04615403818615675
22,0.006314455313963244
23,0.01546649150790333
24,-0.07417055142271003
25,0.03941133545073509
26,-0.010306589193815972
27,0.004871756656899543
28,-0.007337312014856015
29,0.02593119541182199
30,0.039010245290318504
31,0.03424791964208305
32,0.009644472777122916
33,0.0031929750677220773
34,0.009529701560048358
35,-0.01568311776981847
36,-0.012511871753337744
37,0.037516467427766084
38,0.009382345129964668
39,-0.030714688636413853
40,-0.01899485201302383
41,-0.015119102868963251
42,0.0031763839031851036
43,0.014307448020729214
44,-0.0642480338781643
45,-0.014949352256068275
46,0.014851300009663792
47,-0.0645522337572831
48,-0.007601562186525318
49,0.012866698404260198
50,-0.0341005987514409
51,0.02143074997910104
52,0.03244893131723985
53,-0.004142464545217056
54,0.02334332249431757
55,0.003866070695281996
56,0.05347830632092639
57,0.03677768958532484
58,0.026896998585725817
59,1.1515597811252465
60,0.00970473675082988
61,-0.04327684466210716
62,-0.03005405219026918
63,0.005670547624976522
64,0.004327589583489869
65,0.036510963709207464
66,-0.0520712531217949
67,-0.01314278236255347
68,-0.004052095023566925
69,-0.01718335938677837
70,-0.01007124780838018
71,0.011698379548115865
72,0.05845641196818196
73,-0.03982584860777623
74,0.04358652372137382
75,-0.01267746181026642
76,-0.016562774916852593
77,-0.05478716957348546
78,0.02081224472476256
79,-0.013706102324714975
80,0.022810909016367707
81,0.011951635523331953
82,0.03153299270847767
83,-0.05363700255418691
84,0.045325112263356095
85,-0.012684825319615482
86,-0.023888798726115303
87,-0.05766518541184567
88,0.018742709388925874
89,0.5999289225275141
90,0.03997034168964582
91,0.02063211473075556
92,0.010214356462203089
93,0.009401682295047873
94,-0.028283974209261296
95,-0.038929911677042774
96,-0.0355919463057645
97,-0.032208970824034046
98,-0.0005490054762366337
99,0.01450344075461625
100,-0.022958423899656036
101,-0.007603351592347131
102,-0.010158161492209638
103,-0.055369176579045186
104,-0.006162349008915829
105,-0.04897776694353252
106,-0.013969788855401908
107,0.012363845800824542
108,-0.8895556064055803
109,0.003675069340407719
110,0.048514351769288755
111,0.03255680277075843
112,-0.02593259339314356
113,0.00698278570780158
114,0.008924830229464725
115,-0.004081984376798487
116,0.057608726241944144
117,-0.031140879585551822
118,-0.0132899998754581
119,0.027768739706970788
120,-0.009015123830288822
121,0.0028529371692672416
122,-0.009535341210759746
123,-0.020575599392479278
124,0.0022918516968274127
125,0.027808256879476363
126,0.038055332384655804
127,-0.02579264583287594
128,-0.03252722250510431
129,0.011337689089227868
130,0.03918748014821295
131,0.01861722914960421
132,-0.02878830064530039
133,-0.03853488191262462
134,0.04407041126914152
135,-0.005421354390190362
136,0.021926344746978965
137,-0.05065270753624076
138,-0.028283971752032077
139,0.03447065101747812
140,-0.04752865912362168
141,0.009713976937737531
142,-0.022149326489167103
143,0.0285603305786142
144,0.002636577107003998
145,0.050222941368039974
146,-0.00429855522573453
147,-0.034403935310351914
148,-0.005173149522001999
149,-0.003163429861602468
150,0.0018726082259208458
151,-0.03871220965124683
152,0.010357102547798445
153,-0.020576048744088554
154,-0.012306963416978671
155,-1.175159933903077
156,-0.0026335931902091094
157,0.026515241930519004
158,-0.01765783539716958
159,0.026225912186150023
160,0.04133604757021174
161,-0.06309011367288096
162,-0.03245156520203259
163,0.028783876547188225
164,0.027380650650948628
165,0.00823218947398687
166,-0.011144121111913303
167,-0.003907631460461542
168,0.03493727551978178
169,-0.015140993205856018
170,-0.03412492494303036
171,-0.009036843347952614
172,1.2729370438802892
173,0.03488175808672946
174,-0.02609597015971113
175,-0.0008022100800171063
176,-0.00204463694019156
177,-0.04674388200446822
178,0.058636880884323415
179,-0.03096202200531627
180,-0.02963862473787772
181,-0.009424024503879889
182,-0.04279967513386527
183,0.03425993051419013
184,-0.016734551137686973
185,-0.02483443858005146
186,-0.03486572557389157
187,0.01609837396980881
188,-0.010295569513813723
189,0.01712098303447257
190,-0.05501140998668125
191,-0.00223294691105341
192,-0.00022303121866876381
193,0.0051380662572939355
194,-0.017282556788590125
195,-0.026947218206625313
196,0.013160620990237478
197,-0.002265230167231524
198,-0.029976695523788392
199,0.011362952929182248
200,0.17706958931083847
